poverty,no_broadband,disability,limited_english_households
0.06909228749724418,0.1764494700888586,0.014179509042137939,0.7402787333717593
0.5740826522329202,0.07759094826917187,0.20361927550358033,0.14470712399432764
0.411199303061495,0.21656512759596222,0.1127759414276936,0.25945962791484906
0.5565139691567959,0.2796788000897068,0.10524055450261394,0.05856667625088336
0.37374370629897913,0.15748318171725878,0.3860626064660379,0.08271050551772427
0.1602008738110376,0.7752101706442407,0.0229907168180288,0.0415982387266928
0.28027303308158724,0.04332307415155122,0.6300865516491468,0.0463173411177147
0.20483399272474984,0.018123641520439843,0.5634963215015232,0.21354604425328727
0.22787874477310527,0.2926421656401595,0.15661036702485093,0.3228687225618842
0.022993118243118955,0.08271973765712999,0.5664320774418068,0.3278550666579443
0.5630811182343952,0.0020243116985534117,0.3357122813286007,0.09918228873845078
0.12145302644516794,0.05386850348564131,0.5726713473850611,0.2520071226841296
0.603822688094487,0.039976438398773434,0.29061718439055595,0.0655836891161837
0.4574572396193553,0.10528280144203706,0.262039144860628,0.17522081407797957
0.14695893385970613,0.2645753844125895,0.3659082215141743,0.22255746021353015
0.15972205619679605,0.441921098207133,0.29763920996225013,0.10071763563382073
0.23541938543796012,0.20719401245754213,0.22616344651738512,0.3312231555871125
0.10783555678240582,0.5557073180617267,0.31324435114535043,0.023212774010517096
0.0007113220949524009,0.6999200891431664,0.11350912389758344,0.18585946486429783
0.06961898554066914,0.3980303680971734,0.2915962989380902,0.24075434742406718
0.015062788448111125,0.576994783657782,0.3769628648603432,0.030979563033763716
0.29669444036879533,0.30129829454080786,0.0963886645137449,0.3056186005766518
0.11793976865588332,0.01246284040519885,0.12565415203988145,0.7439432388990364
0.10523023185739233,0.5983357302811401,0.23473440618868582,0.06169963167278167
0.21647049791293754,0.0176016347217458,0.6846427664849155,0.08128510088040125
0.3529150642041043,0.5021019943088784,0.005460069454355118,0.1395228720326623
0.1222692352624239,0.3434187440896246,0.364842838873707,0.16946918177424428
0.0628767823592935,0.006825646798228958,0.15017736355565722,0.7801202072868203
0.11914945936627416,0.01402367175397695,0.595322061269668,0.2715048076100808
0.25275340096634236,0.21180217646684563,0.377609493793948,0.15783492877286404
0.17911576659258424,0.06663150675264462,0.5669253955203248,0.1873273311344462
0.47729585529584345,0.33607083638870233,0.003805230067279766,0.18282807824817435
0.2953359644218532,0.06178056967246454,0.6166265875767346,0.026256878328947623
0.14992878048777086,0.09076087030227796,0.611941112405471,0.14736923680448016
0.5818470090633536,0.019297066514736762,0.2440497423875257,0.1548061820343839
0.1594641463876941,0.1650147772690714,0.1747101765052371,0.5008108998379973
0.3290381066723463,0.4512011186952165,0.11644322358714237,0.1033175510452947
0.4402359545388072,0.14345097146146402,0.20426259544336703,0.21205047855636175
0.19998662481143503,0.06498902036967237,0.5786963611519363,0.15632799366695635
0.6750637110959399,0.18983911111843121,0.06986271972294987,0.06523445806267904
0.48872847647943074,0.009435151556735803,0.37603378001405613,0.12580259194977733
0.4679194717619909,0.25081712662691624,0.05495475479347258,0.22630864681762036
0.24784491562837466,0.3784268047719355,0.22000600715498442,0.15372227244470535
0.34840253289147866,0.1531913097449587,0.28341027678779585,0.21499588057576668
0.8072048742466358,0.041144914216485355,0.1354372364633672,0.016212975073511725
0.34804259814723987,0.0025014950330316432,0.01845278350949729,0.6310031233102312
0.502783794777746,0.051566058247892815,0.15126090896467057,0.2943892380096906
0.08757194148444099,0.21863777360358755,0.037128214592567065,0.6566620703194045
0.33280404098433586,0.12027121449048843,0.47334736228976443,0.07357738223541122
0.19630155671164767,0.011927566987704693,0.4214470883822542,0.3703237879183934
0.02906497755169689,0.010081676439846402,0.36823612401065514,0.5926172219978016
0.26024469275019135,0.6592245474069586,0.029333399675300246,0.051197360167549805
0.5366078334607683,0.0566914630835426,0.03630534535860571,0.37039535809708346
0.022367954254864302,0.4598176595907803,0.2939376144045916,0.22387677174976384
0.015577202131536926,0.1885830936350873,0.46660044453050825,0.3292392597028675
0.10337003395067783,0.19246022334752053,0.4496273790638494,0.2545423636379522
0.5251664030710202,0.4317580227530442,0.030774957458142214,0.012300616717793164
0.18749489304178865,0.7389241428803685,0.06714602492254416,0.006434939155298664
0.15864209268626625,0.09129501247176447,0.04413009327314783,0.7059328015688214
0.03337780770145773,0.0436891166060664,0.2562775482440209,0.6666555274484551
0.5935701389091591,0.0316574612329152,0.3154656987316452,0.059306701126280316
0.28464197764141275,0.5029053792433884,0.11771476751712412,0.09473787559807464
0.3297719445995011,0.22834976154540007,0.3922526159321161,0.04962567792298288
0.13327858536983384,0.21401388415805084,0.0924374004278068,0.5602701300443085
0.4265755850437665,0.25855720747641403,0.2188907843958623,0.09597642308395705
0.2072151061793472,0.12912830408417725,0.6065404113724557,0.057116178364019686
0.3393962881371224,0.07741850489198758,0.5518783014036162,0.03130690556727372
0.13124767753345482,0.6370012206369697,0.023263209820467964,0.20848789200910758
0.5141169485057183,0.206269606751787,0.04222878038842625,0.2373846643540683
0.33682307841312414,0.2940585406388728,0.21076914737289365,0.15834923357510963
0.001604525867306728,0.052359310352594134,0.20192341266564298,0.7441127511144563
0.048719989721419464,0.3599349501095359,0.40600240022197903,0.18534265994706553
0.4980458595231806,0.09478957831977243,0.1943225789307505,0.21284198322629663
0.4316692648235542,0.09352843413479582,0.16430560160687588,0.3104966994347739
0.1600067915072634,0.0961568173184593,0.45401674815473425,0.28981964301954305
0.2322808472034602,0.4363236577515653,0.09827838964005854,0.23311710540491587
0.2809610476521164,0.10976003744815592,0.5334991416894782,0.07577977321024945
0.4986627663345432,0.2670059173356467,0.18480805077209272,0.049523265557717217
0.358622820695047,0.012436476122668206,0.4123750490656943,0.2165656541165905
0.1715549389275404,0.066971610065199,0.48712196237642197,0.2743514886308387
0.20317719357966657,0.4083914690680237,0.34287436135557003,0.04555697599673974
0.13148852014551338,0.08692890457626878,0.2795408649808767,0.502041710297341
0.2806511182430782,0.34801919985968516,0.13273733184439987,0.23859235005283674
0.4824446391968865,0.14378161319182825,0.06059556478017282,0.31317818283111243
0.14460196306997,0.6508246038143686,0.19325063298529216,0.011322800130369275
0.4285834090345839,0.363093058637246,0.11838505934820219,0.08993847297996803
0.07279615062394468,0.15339534566805935,0.13277558512277857,0.6410329185852174
0.27758089740050856,0.1604001438702305,0.4003176285100134,0.16170133021924768
0.017761359013705777,0.4134597862249591,0.44506791258370715,0.12371094217762792
0.32508526441679686,0.4846501930144086,0.08194349575934283,0.10832104680945177
0.13141115801146308,0.1878050614128296,0.20204038163639668,0.4787433989393106
0.443026031927143,0.2735328710077946,0.08774948825537113,0.19569160880969125
0.0568062926937365,0.5230021949534893,0.14015463212849552,0.28003688022427853
0.17196631508336885,0.378292148217818,0.43591812850600953,0.013823408192803588
0.18551013987884796,0.7024401444023778,0.0192752217058946,0.09277449401287967
0.3074810648724144,0.4613537379550012,0.09819078875552585,0.13297440841705851
0.014600769695718576,0.1129514242363644,0.2263368213927221,0.646110984675195
0.16223273777973796,0.12235560927370018,0.03760691194602258,0.6778047410005392
0.08387775484611867,0.19371331306888004,0.30401953858761094,0.4183893934973904
0.578758418028446,0.09453364240448993,0.24325163693507917,0.08345630263198504
0.11226865782516562,0.3212535032734525,0.5162747977370001,0.05020304116438177
0.24065636531704426,0.17186123338184556,0.4626383984107256,0.12484400289038453
0.2174014758836794,0.0783286607575095,0.4140962233332533,0.29017364002555796
0.04456616791312101,0.5120999426082185,0.05298275774428348,0.390351131734377
0.27788010953983766,0.2854253178623544,0.06720165755504358,0.3694929150427643
0.026943815397799872,0.5223131034729989,0.37790712189967035,0.07283595922953089
0.6042156381896515,0.0647282185087139,0.244026252488515,0.0870298908131196
0.4081511333690651,0.2971486329930307,0.17156240482917556,0.12313782880872874
0.5947855150892458,0.04778286419536549,0.10741778993018096,0.2500138307852077
0.2085924511103986,0.1211429422174159,0.4644073537179956,0.20585725295418983
0.029493873757671984,0.16829554302698443,0.27964513238976113,0.5225654508255825
0.6526439214444052,0.04724521787436706,0.12382194371390749,0.17628891696732024
0.37586509972515275,0.18062839565647854,0.016117790578267135,0.42738871404010165
